n_rl_m,chi_rl_rad,s_ref_rl_m,theta_ref_rl_rad,mu_ref_rl_rad,phi_ref_rl_rad,dtheta_ref_rl_radpm,dmu_ref_rl_radpm,dphi_ref_rl_radpm
-0.010938,0.001149,2618.619955,5.030281,-0.006936,-0.021137,-0.007297,0.000116,-0.000121
-0.009809,0.001108,2619.61981,5.02327,-0.006817,-0.021256,-0.006728,0.000122,-0.000119
-0.008726,0.001056,2620.619665,5.016813,-0.006693,-0.021374,-0.006186,0.000128,-0.000116
-0.007699,0.000997,2621.61952,5.010886,-0.006562,-0.021488,-0.005671,0.000134,-0.000112
-0.006734,0.000933,2622.619375,5.005459,-0.006425,-0.021598,-0.005184,0.00014,-0.000109
-0.005835,0.000865,2623.61923,5.000505,-0.006283,-0.021705,-0.004724,0.000145,-0.000105
-0.005006,0.000792,2624.619085,4.995999,-0.006136,-0.021809,-0.00429,0.00015,-0.000102
-0.004251,0.000717,2625.618939,4.991913,-0.005984,-0.021908,-0.003883,0.000154,-0.000098
-0.003572,0.000642,2626.618794,4.988222,-0.005828,-0.022004,-0.003501,0.000158,-0.000093
-0.002967,0.000569,2627.618649,4.9849,-0.005668,-0.022095,-0.003144,0.000162,-0.000089
-0.002433,0.000499,2628.618504,4.981922,-0.005504,-0.022182,-0.002812,0.000165,-0.000085
-0.001969,0.000431,2629.618359,4.979266,-0.005338,-0.022264,-0.002502,0.000168,-0.00008
-0.00157,0.000368,2630.618214,4.976907,-0.005168,-0.022342,-0.002216,0.000172,-0.000076
-0.001231,0.00031,2631.618069,4.974824,-0.004995,-0.022416,-0.001951,0.000175,-0.000071
-0.000947,0.00026,2632.617924,4.972996,-0.004818,-0.022485,-0.001706,0.000178,-0.000067
-0.00071,0.000216,2633.617779,4.971402,-0.004639,-0.02255,-0.001482,0.000181,-0.000063
-0.000513,0.000178,2634.617634,4.970023,-0.004456,-0.022611,-0.001276,0.000185,-0.000059
-0.000351,0.000148,2635.617488,4.968841,-0.00427,-0.022668,-0.001088,0.000188,-0.000055
-0.000215,0.000125,2636.617343,4.967838,-0.004081,-0.022721,-0.000917,0.000191,-0.000051
-0.000099,0.000108,2637.617198,4.966998,-0.003888,-0.02277,-0.000762,0.000194,-0.000047
0.000004,0.0001,2638.617053,4.966306,-0.003693,-0.022815,-0.000622,0.000197,-0.000044
0.000102,0.000097,2639.616908,4.965748,-0.003495,-0.022858,-0.000495,0.000199,-0.000041
0.0002,0.000101,2640.616763,4.96531,-0.003294,-0.022897,-0.000381,0.000202,-0.000038
0.000305,0.000109,2641.616618,4.964981,-0.003091,-0.022934,-0.000278,0.000204,-0.000036
0.000419,0.000121,2642.616473,4.96475,-0.002886,-0.022969,-0.000185,0.000206,-0.000033
0.000547,0.000136,2643.616328,4.964607,-0.002679,-0.023001,-0.000101,0.000208,-0.000032
0.000691,0.000151,2644.616182,4.964545,-0.00247,-0.023032,-0.000025,0.00021,-0.00003
0.000849,0.000165,2645.616037,4.964555,-0.002259,-0.023061,0.000045,0.000212,-0.000029
0.001019,0.000174,2646.615892,4.964633,-0.002047,-0.023089,0.00011,0.000213,-0.000027
0.001195,0.000176,2647.615747,4.964773,-0.001833,-0.023116,0.00017,0.000214,-0.000026
0.001368,0.000169,2648.615602,4.964972,-0.001619,-0.023142,0.000228,0.000214,-0.000026
0.001528,0.00015,2649.615457,4.965227,-0.001405,-0.023167,0.000284,0.000214,-0.000025
0.001664,0.000121,2650.615312,4.965539,-0.001191,-0.023192,0.000339,0.000214,-0.000024
0.001769,0.000086,2651.615167,4.965905,-0.000978,-0.023216,0.000394,0.000212,-0.000024
0.001836,0.000048,2652.615022,4.966328,-0.000767,-0.02324,0.000451,0.000211,-0.000023
0.001865,0.00001,2653.614876,4.966807,-0.000558,-0.023263,0.000509,0.000208,-0.000023
0.001855,-0.000029,2654.614731,4.967346,-0.000351,-0.023285,0.000569,0.000206,-0.000022
0.001808,-0.000065,2655.614586,4.967947,-0.000147,-0.023307,0.000632,0.000203,-0.000021
0.001726,-0.000099,2656.614441,4.968611,0.000054,-0.023328,0.000698,0.000199,-0.00002
0.001611,-0.00013,2657.614296,4.969344,0.000252,-0.023347,0.000767,0.000196,-0.000019
0.001466,-0.00016,2658.614151,4.970147,0.000445,-0.023366,0.000839,0.000192,-0.000018
0.001293,-0.000186,2659.614006,4.971024,0.000635,-0.023383,0.000915,0.000188,-0.000017
0.001095,-0.00021,2660.613861,4.971977,0.000821,-0.023399,0.000993,0.000184,-0.000015
0.000873,-0.000232,2661.613716,4.973011,0.001004,-0.023414,0.001074,0.000181,-0.000014
0.000631,-0.000252,2662.61357,4.974126,0.001183,-0.023428,0.001157,0.000178,-0.000013
0.00037,-0.000269,2663.613425,4.975324,0.001359,-0.02344,0.001241,0.000175,-0.000012
0.000094,-0.000283,2664.61328,4.976609,0.001533,-0.023451,0.001327,0.000173,-0.000011
-0.000194,-0.000291,2665.613135,4.977979,0.001705,-0.023461,0.001414,0.000172,-0.00001
-0.000487,-0.000295,2666.61299,4.979437,0.001877,-0.02347,0.001501,0.000172,-0.000009
-0.000782,-0.000295,2667.612845,4.980981,0.002049,-0.023478,0.001588,0.000172,-0.000008
-0.001077,-0.000294,2668.6127,4.982612,0.002222,-0.023486,0.001674,0.000174,-0.000007
-0.001368,-0.000289,2669.612555,4.984328,0.002396,-0.023492,0.001759,0.000176,-0.000006
-0.001654,-0.000283,2670.61241,4.986128,0.002573,-0.023497,0.001842,0.000178,-0.000005
-0.001935,-0.000278,2671.612264,4.988009,0.002753,-0.023502,0.001923,0.000181,-0.000004
-0.002212,-0.000276,2672.612119,4.989971,0.002936,-0.023505,0.002001,0.000185,-0.000003
-0.002488,-0.000278,2673.611974,4.99201,0.003122,-0.023507,0.002077,0.000188,-0.000001
-0.002768,-0.000283,2674.611829,4.994123,0.003313,-0.023507,0.00215,0.000192,0
-0.003055,-0.000292,2675.611684,4.996307,0.003507,-0.023506,0.00222,0.000196,0.000002
-0.003353,-0.000305,2676.611539,4.99856,0.003705,-0.023502,0.002287,0.000201,0.000005
-0.003666,-0.000322,2677.611394,5.000879,0.003908,-0.023496,0.002351,0.000205,0.000007
-0.003998,-0.000342,2678.611249,5.003259,0.004115,-0.023488,0.002411,0.000208,0.00001
-0.00435,-0.000364,2679.611104,5.005699,0.004325,-0.023476,0.002469,0.000212,0.000013
-0.004725,-0.000386,2680.610958,5.008195,0.004537,-0.023462,0.002524,0.000214,0.000016
-0.005122,-0.000408,2681.610813,5.010744,0.004752,-0.023444,0.002575,0.000216,0.00002
-0.005541,-0.00043,2682.610668,5.013344,0.004968,-0.023422,0.002625,0.000216,0.000023
-0.005982,-0.000451,2683.610523,5.015991,0.005184,-0.023398,0.002671,0.000215,0.000026
-0.006443,-0.000471,2684.610378,5.018684,0.005398,-0.02337,0.002715,0.000213,0.000029
-0.006924,-0.00049,2685.610233,5.021419,0.00561,-0.023339,0.002756,0.00021,0.000032
-0.007422,-0.000507,2686.610088,5.024195,0.005817,-0.023306,0.002796,0.000205,0.000034
-0.007937,-0.000522,2687.609943,5.027008,0.006019,-0.023271,0.002833,0.000199,0.000036
-0.008466,-0.000536,2688.609798,5.029858,0.006214,-0.023235,0.002868,0.000192,0.000036
-0.009008,-0.000548,2689.609652,5.032743,0.006402,-0.0232,0.002901,0.000184,0.000036
-0.009561,-0.000558,2690.609507,5.035659,0.006581,-0.023165,0.002933,0.000176,0.000034
-0.010123,-0.000566,2691.609362,5.038607,0.006753,-0.023132,0.002963,0.000168,0.000031
-0.010693,-0.000573,2692.609217,5.041583,0.006918,-0.023103,0.002991,0.000161,0.000028
-0.011269,-0.000579,2693.609072,5.044587,0.007076,-0.023077,0.003018,0.000156,0.000023
-0.01185,-0.000583,2694.608927,5.047617,0.00723,-0.023057,0.003043,0.000152,0.000018
-0.012434,-0.000586,2695.608782,5.050671,0.007381,-0.023041,0.003067,0.000151,0.000013
-0.013021,-0.000588,2696.608637,5.053749,0.007532,-0.023031,0.003089,0.000151,0.000009
-0.013609,-0.000589,2697.608492,5.056848,0.007684,-0.023024,0.00311,0.000154,0.000005
-0.014197,-0.000589,2698.608346,5.059968,0.00784,-0.023019,0.00313,0.000157,0.000004
-0.014786,-0.000588,2699.608201,5.063107,0.007998,-0.023016,0.003149,0.00016,0.000003
-0.015374,-0.000587,2700.608056,5.066265,0.00816,-0.023012,0.003167,0.000163,0.000004
-0.01596,-0.000586,2701.607911,5.069439,0.008324,-0.023007,0.003183,0.000165,0.000006
-0.016545,-0.000583,2702.607766,5.072629,0.008488,-0.023,0.003198,0.000165,0.000009
-0.017126,-0.00058,2703.607621,5.075834,0.008652,-0.02299,0.003213,0.000163,0.000012
-0.017705,-0.000577,2704.607476,5.079053,0.008814,-0.022977,0.003226,0.00016,0.000015
-0.01828,-0.000573,2705.607331,5.082285,0.008971,-0.02296,0.003238,0.000156,0.000018
-0.01885,-0.000568,2706.607186,5.085528,0.009124,-0.022941,0.003249,0.00015,0.000021
-0.019415,-0.000562,2707.60704,5.088782,0.009272,-0.022918,0.00326,0.000144,0.000024
-0.019974,-0.000556,2708.606895,5.092046,0.009413,-0.022893,0.003269,0.000138,0.000026
-0.020527,-0.00055,2709.60675,5.095319,0.009548,-0.022866,0.003278,0.000133,0.000028
-0.021073,-0.000542,2710.606605,5.098601,0.009679,-0.022837,0.003286,0.000128,0.00003
-0.021611,-0.000534,2711.60646,5.101889,0.009805,-0.022806,0.003293,0.000125,0.000032
-0.022141,-0.000526,2712.606315,5.105185,0.009929,-0.022774,0.003299,0.000122,0.000033
-0.022662,-0.000517,2713.60617,5.108486,0.01005,-0.022741,0.003304,0.000121,0.000034
-0.023174,-0.000507,2714.606025,5.111792,0.010171,-0.022707,0.003309,0.00012,0.000035
-0.023676,-0.000497,2715.60588,5.115103,0.010291,-0.022672,0.003314,0.00012,0.000035
-0.024168,-0.000487,2716.605734,5.118418,0.010412,-0.022636,0.003317,0.000121,0.000036
-0.024649,-0.000476,2717.605589,5.121736,0.010532,-0.0226,0.00332,0.00012,0.000036
-0.025119,-0.000465,2718.605444,5.125057,0.010652,-0.022564,0.003322,0.00012,0.000037
-0.025579,-0.000453,2719.605299,5.12838,0.010771,-0.022527,0.003324,0.000118,0.000037
-0.026026,-0.000442,2720.605154,5.131704,0.010887,-0.02249,0.003325,0.000115,0.000037
-0.026461,-0.000429,2721.605009,5.135029,0.011,-0.022453,0.003326,0.000111,0.000037
-0.026885,-0.000417,2722.604864,5.138355,0.011108,-0.022416,0.003327,0.000105,0.000037
-0.027296,-0.000404,2723.604719,5.141681,0.01121,-0.022379,0.003326,0.000098,0.000037
-0.027694,-0.000392,2724.604574,5.145007,0.011304,-0.022342,0.003326,0.00009,0.000037
-0.028078,-0.000378,2725.604428,5.148332,0.011389,-0.022305,0.003325,0.000081,0.000037
-0.02845,-0.000365,2726.604283,5.151655,0.011465,-0.022268,0.003323,0.000071,0.000036
-0.028808,-0.000351,2727.604138,5.154977,0.011531,-0.022232,0.003321,0.00006,0.000036
-0.029152,-0.000337,2728.603993,5.158296,0.011586,-0.022196,0.003319,0.000049,0.000036
-0.029482,-0.000323,2729.603848,5.161614,0.011629,-0.02216,0.003316,0.000037,0.000035
-0.029798,-0.000308,2730.603703,5.164928,0.01166,-0.022125,0.003313,0.000026,0.000035
-0.030099,-0.000294,2731.603558,5.168239,0.01168,-0.022091,0.00331,0.000014,0.000034
-0.030385,-0.000279,2732.603413,5.171546,0.011689,-0.022056,0.003306,0.000004,0.000034
-0.030656,-0.000263,2733.603268,5.174849,0.011688,-0.022023,0.003301,-0.000006,0.000034
-0.030912,-0.000248,2734.603122,5.178148,0.011678,-0.021989,0.003297,-0.000013,0.000033
-0.031152,-0.000232,2735.602977,5.181442,0.011663,-0.021956,0.003292,-0.000018,0.000033
-0.031377,-0.000217,2736.602832,5.184731,0.011644,-0.021924,0.003287,-0.00002,0.000033
-0.031585,-0.000201,2737.602687,5.188014,0.011626,-0.021891,0.003281,-0.000018,0.000032
-0.031778,-0.000185,2738.602542,5.191292,0.011611,-0.021859,0.003275,-0.000012,0.000033
-0.031956,-0.000169,2739.602397,5.194564,0.011603,-0.021826,0.003269,-0.000003,0.000033
-0.032117,-0.000154,2740.602252,5.197829,0.011605,-0.021792,0.003263,0.000008,0.000034
-0.032263,-0.000138,2741.602107,5.201088,0.011619,-0.021758,0.003256,0.000021,0.000035
-0.032394,-0.000123,2742.601962,5.204339,0.011647,-0.021722,0.003249,0.000035,0.000036
-0.032509,-0.000107,2743.601816,5.207584,0.011688,-0.021685,0.003242,0.000048,0.000038
-0.032609,-0.000092,2744.601671,5.210821,0.011742,-0.021647,0.003234,0.000059,0.000039
-0.032693,-0.000077,2745.601526,5.214051,0.011805,-0.021607,0.003226,0.000068,0.000041
-0.032763,-0.000062,2746.601381,5.217273,0.011877,-0.021566,0.003218,0.000074,0.000042
-0.032817,-0.000047,2747.601236,5.220487,0.011952,-0.021524,0.00321,0.000077,0.000042
-0.032857,-0.000032,2748.601091,5.223693,0.01203,-0.021482,0.003202,0.000077,0.000042
-0.032881,-0.000017,2749.600946,5.22689,0.012105,-0.021441,0.003194,0.000074,0.00004
-0.03289,-0.000002,2750.600801,5.230079,0.012176,-0.021402,0.003185,0.000069,0.000037
-0.032884,0.000014,2751.600656,5.233259,0.012242,-0.021367,0.003176,0.000062,0.000033
-0.032863,0.000029,2752.60051,5.236431,0.0123,-0.021338,0.003168,0.000054,0.000027
-0.032826,0.000044,2753.600365,5.239593,0.01235,-0.021315,0.003159,0.000046,0.000019
-0.032774,0.00006,2754.60022,5.242747,0.012393,-0.021301,0.003149,0.000039,0.00001
-0.032707,0.000075,2755.600075,5.245891,0.012429,-0.021295,0.00314,0.000033,0.000001
-0.032625,0.00009,2756.59993,5.249026,0.012459,-0.021299,0.003131,0.000027,-0.000009
-0.032527,0.000105,2757.599785,5.252151,0.012483,-0.021312,0.003121,0.000021,-0.000017
-0.032415,0.000119,2758.59964,5.255267,0.0125,-0.021333,0.003112,0.000014,-0.000025
-0.032289,0.000134,2759.599495,5.258374,0.01251,-0.021362,0.003102,0.000005,-0.000032
-0.032147,0.000148,2760.59935,5.26147,0.012509,-0.021396,0.003092,-0.000006,-0.000037
-0.031992,0.000163,2761.599204,5.264556,0.012496,-0.021434,0.003082,-0.00002,-0.00004
-0.031822,0.000177,2762.599059,5.267632,0.012468,-0.021475,0.003071,-0.000036,-0.000042
-0.031637,0.000192,2763.598914,5.270698,0.012423,-0.021516,0.003061,-0.000054,-0.000042
-0.031439,0.000206,2764.598769,5.273753,0.012359,-0.021557,0.003051,-0.000073,-0.00004
-0.031225,0.000221,2765.598624,5.276798,0.012278,-0.021596,0.00304,-0.000091,-0.000038
-0.030997,0.000236,2766.598479,5.279832,0.01218,-0.021633,0.003029,-0.000105,-0.000035
-0.030754,0.000251,2767.598334,5.282855,0.01207,-0.021665,0.003018,-0.000115,-0.000031
-0.030496,0.000265,2768.598189,5.285867,0.011953,-0.021694,0.003007,-0.000119,-0.000026
-0.030223,0.00028,2769.598044,5.288867,0.011835,-0.021717,0.002995,-0.000116,-0.000021
-0.029936,0.000295,2770.597898,5.291856,0.011724,-0.021737,0.002984,-0.000107,-0.000017
-0.029634,0.000309,2771.597753,5.294834,0.011625,-0.021752,0.002972,-0.000092,-0.000013
-0.029318,0.000322,2772.597608,5.297799,0.011542,-0.021763,0.00296,-0.000074,-0.00001
-0.028989,0.000336,2773.597463,5.300753,0.011479,-0.021772,0.002948,-0.000053,-0.000008
-0.028647,0.000349,2774.597318,5.303695,0.011436,-0.021779,0.002936,-0.000033,-0.000006
-0.028292,0.000361,2775.597173,5.306625,0.011413,-0.021785,0.002924,-0.000013,-0.000006
-0.027925,0.000373,2776.597028,5.309542,0.011408,-0.021791,0.002912,0.000004,-0.000006
-0.027546,0.000385,2777.596883,5.312447,0.011418,-0.021797,0.002899,0.000017,-0.000007
-0.027156,0.000396,2778.596738,5.315339,0.01144,-0.021805,0.002887,0.000026,-0.000008
-0.026754,0.000408,2779.596592,5.318219,0.011469,-0.021814,0.002874,0.000032,-0.00001
-0.02634,0.000419,2780.596447,5.321087,0.011501,-0.021826,0.002861,0.000033,-0.000013
-0.025916,0.00043,2781.596302,5.323941,0.011532,-0.02184,0.002849,0.00003,-0.000015
-0.025481,0.000441,2782.596157,5.326783,0.011559,-0.021857,0.002836,0.000023,-0.000018
-0.025034,0.000452,2783.596012,5.329612,0.011577,-0.021876,0.002823,0.000013,-0.000021
-0.024577,0.000463,2784.595867,5.332428,0.011583,-0.021898,0.00281,0.000001,-0.000023
-0.024108,0.000475,2785.595722,5.335231,0.011577,-0.021922,0.002797,-0.000013,-0.000025
-0.023627,0.000486,2786.595577,5.338021,0.011557,-0.021948,0.002784,-0.000028,-0.000027
-0.023135,0.000498,2787.595432,5.340797,0.011522,-0.021976,0.00277,-0.000042,-0.000028
-0.022631,0.00051,2788.595286,5.343561,0.011473,-0.022004,0.002757,-0.000055,-0.000029
-0.022116,0.000522,2789.595141,5.346311,0.011412,-0.022034,0.002744,-0.000066,-0.000029
-0.021588,0.000533,2790.594996,5.349047,0.011342,-0.022063,0.00273,-0.000074,-0.000029
-0.021049,0.000545,2791.594851,5.35177,0.011266,-0.022093,0.002717,-0.000079,-0.000029
-0.020498,0.000557,2792.594706,5.35448,0.011186,-0.022121,0.002703,-0.000081,-0.000029
-0.019935,0.000568,2793.594561,5.357175,0.011105,-0.02215,0.002689,-0.00008,-0.000028
-0.019361,0.00058,2794.594416,5.359857,0.011027,-0.022178,0.002675,-0.000077,-0.000027
-0.018776,0.000591,2795.594271,5.362525,0.010952,-0.022205,0.002661,-0.000072,-0.000027
-0.018179,0.000602,2796.594126,5.365179,0.010883,-0.022231,0.002647,-0.000066,-0.000026
-0.017573,0.000612,2797.59398,5.367819,0.01082,-0.022257,0.002633,-0.00006,-0.000026
-0.016956,0.000622,2798.593835,5.370444,0.010763,-0.022283,0.002619,-0.000054,-0.000025
-0.016329,0.000632,2799.59369,5.373056,0.010712,-0.022308,0.002605,-0.000048,-0.000025
-0.015692,0.000642,2800.593545,5.375653,0.010666,-0.022333,0.00259,-0.000044,-0.000025
-0.015045,0.000651,2801.5934,5.378235,0.010624,-0.022357,0.002576,-0.000041,-0.000025
-0.014389,0.000661,2802.593255,5.380803,0.010584,-0.022382,0.002561,-0.000039,-0.000025
-0.013724,0.00067,2803.59311,5.383357,0.010544,-0.022407,0.002546,-0.00004,-0.000025
-0.01305,0.000679,2804.592965,5.385895,0.010502,-0.022431,0.002532,-0.000043,-0.000025
-0.012366,0.000688,2805.59282,5.388419,0.010457,-0.022456,0.002517,-0.000048,-0.000025
-0.011673,0.000698,2806.592674,5.390928,0.010406,-0.022482,0.002502,-0.000054,-0.000025
-0.010971,0.000707,2807.592529,5.393422,0.010347,-0.022507,0.002487,-0.000062,-0.000026
-0.01026,0.000716,2808.592384,5.395901,0.01028,-0.022533,0.002472,-0.000071,-0.000026
-0.009539,0.000726,2809.592239,5.398365,0.010204,-0.022559,0.002457,-0.000081,-0.000027
-0.008808,0.000736,2810.592094,5.400813,0.010119,-0.022586,0.002441,-0.00009,-0.000027
-0.008068,0.000745,2811.591949,5.403247,0.010025,-0.022613,0.002426,-0.000099,-0.000028
-0.007317,0.000755,2812.591804,5.405665,0.009922,-0.022641,0.002411,-0.000107,-0.000028
-0.006557,0.000765,2813.591659,5.408068,0.009811,-0.02267,0.002395,-0.000114,-0.000029
-0.005787,0.000775,2814.591514,5.410455,0.009695,-0.022699,0.00238,-0.000119,-0.000029
-0.005007,0.000786,2815.591368,5.412827,0.009574,-0.022728,0.002364,-0.000123,-0.000029
-0.004216,0.000796,2816.591223,5.415183,0.009449,-0.022757,0.002349,-0.000126,-0.00003
-0.003416,0.000806,2817.591078,5.417524,0.009323,-0.022787,0.002333,-0.000127,-0.00003
-0.002605,0.000816,2818.590933,5.419848,0.009195,-0.022816,0.002317,-0.000127,-0.000029
-0.001784,0.000826,2819.590788,5.422157,0.009068,-0.022846,0.002301,-0.000127,-0.000029
-0.000953,0.000836,2820.590643,5.424451,0.008942,-0.022874,0.002286,-0.000126,-0.000028
-0.000112,0.000846,2821.590498,5.426728,0.008817,-0.022902,0.00227,-0.000124,-0.000027
0.000739,0.000856,2822.590353,5.428989,0.008695,-0.022929,0.002254,-0.000122,-0.000026
0.001599,0.000866,2823.590208,5.431235,0.008574,-0.022954,0.002238,-0.000119,-0.000025
0.00247,0.000875,2824.590062,5.433464,0.008456,-0.022979,0.002222,-0.000117,-0.000024
0.00335,0.000885,2825.589917,5.435678,0.008339,-0.023002,0.002206,-0.000116,-0.000023
0.004239,0.000895,2826.589772,5.437875,0.008224,-0.023024,0.00219,-0.000115,-0.000021
0.005139,0.000904,2827.589627,5.440056,0.008109,-0.023045,0.002174,-0.000115,-0.00002
0.006047,0.000914,2828.589482,5.442222,0.007993,-0.023064,0.002157,-0.000116,-0.000019
0.006965,0.000923,2829.589337,5.444371,0.007875,-0.023082,0.002141,-0.000119,-0.000018
0.007893,0.000933,2830.589192,5.446504,0.007755,-0.023099,0.002125,-0.000123,-0.000016
0.00883,0.000942,2831.589047,5.448621,0.00763,-0.023115,0.002109,-0.000128,-0.000015
0.009777,0.000951,2832.588902,5.450721,0.007499,-0.02313,0.002093,-0.000134,-0.000014
0.010733,0.000961,2833.588756,5.452806,0.007362,-0.023143,0.002077,-0.00014,-0.000013
0.011698,0.000971,2834.588611,5.454874,0.007218,-0.023156,0.002061,-0.000147,-0.000012
0.012674,0.00098,2835.588466,5.456927,0.007068,-0.023168,0.002045,-0.000154,-0.000011
0.013659,0.00099,2836.588321,5.458963,0.00691,-0.023179,0.002028,-0.00016,-0.000011
0.014653,0.001,2837.588176,5.460983,0.006747,-0.023189,0.002012,-0.000166,-0.00001
0.015658,0.001009,2838.588031,5.462987,0.006579,-0.023199,0.001996,-0.000171,-0.00001
0.016672,0.001019,2839.587886,5.464975,0.006407,-0.023208,0.00198,-0.000174,-0.000009
0.017695,0.001029,2840.587741,5.466947,0.006232,-0.023218,0.001964,-0.000176,-0.000009
0.018729,0.001038,2841.587596,5.468903,0.006055,-0.023227,0.001948,-0.000177,-0.000009
0.019772,0.001048,2842.58745,5.470842,0.005878,-0.023236,0.001932,-0.000178,-0.00001
0.020824,0.001057,2843.587305,5.472766,0.0057,-0.023246,0.001916,-0.000178,-0.00001
0.021886,0.001067,2844.58716,5.474673,0.005521,-0.023256,0.0019,-0.000179,-0.00001
0.022957,0.001076,2845.587015,5.476564,0.005342,-0.023267,0.001884,-0.000179,-0.000011
0.024037,0.001085,2846.58687,5.47844,0.005163,-0.023278,0.001868,-0.00018,-0.000011
0.025127,0.001095,2847.586725,5.480299,0.004981,-0.023289,0.001852,-0.000182,-0.000011
0.026226,0.001104,2848.58658,5.482143,0.004798,-0.023301,0.001836,-0.000184,-0.000012
0.027335,0.001113,2849.586435,5.48397,0.004613,-0.023312,0.00182,-0.000187,-0.000012
0.028452,0.001123,2850.58629,5.485782,0.004425,-0.023324,0.001804,-0.000189,-0.000012
0.029579,0.001132,2851.586144,5.487577,0.004234,-0.023336,0.001788,-0.000192,-0.000011
0.030716,0.001141,2852.585999,5.489357,0.004041,-0.023347,0.001772,-0.000194,-0.000011
0.031861,0.001151,2853.585854,5.491121,0.003847,-0.023358,0.001756,-0.000195,-0.000011
0.033017,0.00116,2854.585709,5.492869,0.003651,-0.023368,0.001741,-0.000196,-0.00001
0.034181,0.001169,2855.585564,5.494602,0.003455,-0.023378,0.001725,-0.000196,-0.000009
0.035355,0.001179,2856.585419,5.496318,0.003259,-0.023387,0.001709,-0.000195,-0.000009
0.036538,0.001188,2857.585274,5.498019,0.003064,-0.023395,0.001693,-0.000194,-0.000008
0.037731,0.001197,2858.585129,5.499705,0.002871,-0.023403,0.001678,-0.000192,-0.000007
0.038932,0.001207,2859.584984,5.501375,0.002681,-0.02341,0.001662,-0.000189,-0.000006
0.040143,0.001216,2860.584838,5.503029,0.002493,-0.023416,0.001647,-0.000186,-0.000006
0.041364,0.001225,2861.584693,5.504668,0.002309,-0.023421,0.001631,-0.000182,-0.000005
0.042593,0.001234,2862.584548,5.506292,0.002128,-0.023426,0.001616,-0.000178,-0.000005
0.043832,0.001243,2863.584403,5.5079,0.001952,-0.02343,0.001601,-0.000174,-0.000004
0.045079,0.001252,2864.584258,5.509493,0.001781,-0.023434,0.001586,-0.000169,-0.000004
0.046335,0.001261,2865.584113,5.51107,0.001614,-0.023438,0.00157,-0.000164,-0.000003
0.0476,0.00127,2866.583968,5.512633,0.001452,-0.023441,0.001555,-0.000159,-0.000003
0.048874,0.001278,2867.583823,5.51418,0.001296,-0.023444,0.00154,-0.000155,-0.000003
0.050156,0.001287,2868.583678,5.515713,0.001143,-0.023447,0.001525,-0.00015,-0.000003
0.051446,0.001295,2869.583533,5.517231,0.000995,-0.02345,0.00151,-0.000146,-0.000003
0.052745,0.001303,2870.583387,5.518733,0.000851,-0.023454,0.001496,-0.000142,-0.000003
0.054052,0.001311,2871.583242,5.520221,0.00071,-0.023457,0.001481,-0.00014,-0.000004
0.055367,0.001319,2872.583097,5.521694,0.000572,-0.023461,0.001466,-0.000137,-0.000004
0.05669,0.001327,2873.582952,5.523153,0.000436,-0.023466,0.001452,-0.000135,-0.000005
0.058021,0.001335,2874.582807,5.524597,0.000302,-0.023471,0.001437,-0.000133,-0.000006
0.059359,0.001343,2875.582662,5.526027,0.000169,-0.023477,0.001423,-0.000132,-0.000006
0.060706,0.001351,2876.582517,5.527442,0.000039,-0.023484,0.001408,-0.00013,-0.000007
0.06206,0.001358,2877.582372,5.528843,-0.00009,-0.023491,0.001394,-0.000128,-0.000007
0.063421,0.001366,2878.582227,5.530229,-0.000217,-0.023498,0.00138,-0.000125,-0.000007
0.064791,0.001373,2879.582081,5.531602,-0.00034,-0.023505,0.001365,-0.000122,-0.000008
0.066167,0.001381,2880.581936,5.53296,-0.000461,-0.023513,0.001351,-0.000118,-0.000008
0.067551,0.001388,2881.581791,5.534304,-0.000576,-0.02352,0.001337,-0.000113,-0.000008
0.068942,0.001395,2882.581646,5.535634,-0.000686,-0.023528,0.001323,-0.000107,-0.000007
0.070341,0.001402,2883.581501,5.536951,-0.00079,-0.023535,0.00131,-0.0001,-0.000007
0.071746,0.001409,2884.581356,5.538253,-0.000887,-0.023542,0.001296,-0.000093,-0.000007
0.073158,0.001416,2885.581211,5.539542,-0.000976,-0.023549,0.001282,-0.000084,-0.000007
0.074576,0.001422,2886.581066,5.540817,-0.001055,-0.023556,0.001269,-0.000075,-0.000007
0.076001,0.001428,2887.580921,5.542079,-0.001126,-0.023562,0.001255,-0.000066,-0.000006
0.077432,0.001434,2888.580775,5.543327,-0.001188,-0.023569,0.001242,-0.000056,-0.000006
0.078869,0.00144,2889.58063,5.544562,-0.001239,-0.023575,0.001228,-0.000047,-0.000006
0.080312,0.001446,2890.580485,5.545783,-0.001281,-0.023581,0.001215,-0.000037,-0.000006
0.08176,0.001451,2891.58034,5.546992,-0.001314,-0.023588,0.001202,-0.000028,-0.000007
0.083214,0.001456,2892.580195,5.548187,-0.001337,-0.023594,0.001189,-0.000019,-0.000007
0.084672,0.001461,2893.58005,5.549369,-0.001352,-0.023601,0.001176,-0.00001,-0.000007
0.086136,0.001466,2894.579905,5.550538,-0.001358,-0.023609,0.001163,-0.000003,-0.000008
0.087604,0.001471,2895.57976,5.551694,-0.001357,-0.023616,0.00115,0.000005,-0.000008
0.089076,0.001475,2896.579615,5.552838,-0.001349,-0.023624,0.001137,0.000011,-0.000008
0.090553,0.001479,2897.579469,5.553969,-0.001335,-0.023633,0.001125,0.000017,-0.000009
0.092034,0.001483,2898.579324,5.555087,-0.001315,-0.023642,0.001112,0.000023,-0.000009
